3.55050468,-16.61487754,-4.11160479,-0.14774967,3.00825346,-4.46814932,-0.66903563,-0.73107543,-0.78357421,-3.19602392,6.08427655,0.31985841,0.55489835,5.69539929,3.99971980,2.43086613,-2.74939802,-0.29536876
3.55050468,12.93128528,1.88663795,-1.73705433,2.17880125,3.77864435,0.07113594,-1.76099293,0.40068150,-0.53840781,1.87926716,0.51274867,0.46913247,1.60273174,0.46575074,0.74152968,-0.03485102,0.13080649
3.55050468,10.67672080,1.99221018,-2.57600991,2.18329748,2.98621976,0.29492772,-1.63298858,0.36173406,-0.57207920,2.55936899,0.49097470,0.46651821,2.04287852,1.07339373,0.32427131,-0.21308288,-0.04713380
3.55050468,7.20607254,1.42163929,-2.55215600,2.22419794,2.03628428,0.08756901,-1.14317639,-0.03852717,-0.39547205,2.97158297,0.07376005,0.51035792,2.30392747,1.60281310,-0.02341039,-0.51255190,0.04122968
3.55050468,3.14773379,0.79961246,-2.14978931,2.53328546,0.88583620,-0.08130969,-0.55039229,-0.46123613,-0.28835645,2.99664879,-0.07809103,0.71081358,2.34577493,1.65198243,-0.03578569,-0.72007590,0.05203826
3.55050468,-1.06107042,0.01427987,-1.71480727,2.98308314,-0.40082597,-0.23379420,-0.09860589,-0.89488685,-0.26614770,2.98027208,-0.22438932,0.96431171,2.61770053,1.68442609,0.33014179,-1.17094787,-0.00610912
3.55050468,-5.10620762,-0.72705594,-1.10510228,3.28577709,-1.59184828,-0.19905100,0.13677149,-1.33059787,-0.65231565,3.23994222,-0.21393209,1.26512087,2.93705708,1.90835545,0.84895976,-1.46893370,-0.10518876
3.55050468,-8.67082603,-1.40467285,-0.53837045,3.39924924,-2.43097923,-0.26523547,0.26888310,-1.57438082,-1.16387878,3.74135594,-0.11564611,1.58045434,3.32807579,2.16619715,1.38423216,-1.67838031,-0.11816867
3.55050468,-11.72745178,-2.02821495,-0.12626160,3.48416792,-2.98104192,-0.07272180,0.33328527,-1.71956914,-1.77205905,4.47835495,0.10535907,1.87692938,3.74729580,2.41937235,1.98882463,-1.73389426,-0.06704048
3.55050468,-14.02192797,-2.50402170,0.29777955,3.74546779,-3.36597981,-0.06153522,0.30488500,-1.79974003,-2.29043081,5.36000047,0.22526708,2.02597867,4.25542367,2.89504643,2.43833972,-1.81992901,-0.06152380
3.55050468,-14.61607768,-3.04173247,0.68984403,4.15855658,-3.39888467,-0.49330092,0.15309062,-1.57548006,-2.41309411,6.02006757,0.26497509,1.75182741,4.79381827,3.44422924,2.40814353,-2.09091549,-0.26795700
3.55050468,-13.29317231,-3.95151430,0.28652858,4.45984920,-3.32932776,-1.22568693,-0.18921334,-0.92470769,-2.14781189,5.97380679,0.18613734,1.08500948,5.28292928,3.80678346,2.08022733,-2.62113299,-0.67499647
3.55050468,-11.81346026,-4.89158042,-0.94567800,4.03498294,-3.59353359,-1.57913014,-0.72822548,-0.42287931,-2.17224730,5.51047028,0.12215692,0.38859824,5.43043563,3.94529734,1.95077845,-3.35491382,-1.13399050
3.55050468,-10.69441744,-4.90768952,-2.20784755,3.04113348,-3.89057456,-1.10567047,-1.60114017,-0.35060675,-2.35774971,4.93291365,0.27974953,-0.41821420,5.29170809,4.05349026,1.81224242,-4.17286987,-1.72590776
3.55050468,-7.98951930,-3.17999194,-3.19990358,1.78563548,-3.11141725,-0.31825078,-2.86280338,-0.59222951,-2.10426420,3.91727881,0.63481874,-0.71904592,4.56339052,3.83913799,1.31903577,-4.42471846,-2.53078307
