cirInfSeptTotal,cirAntSeptTotal,cirAntTotal,cirAntLatTotal,cirInfLatTotal,cirInfTotal,radInfSeptTotal,radAntSeptTotal,radAntTotal,radAntLatTotal,radInfLatTotal,radInfTotal
0,0,0,0,0,0,0,0,0,0,0,0
0.00143353814172782,-0.0135283102739509,-0.00261415847056378,-0.0083874763251896,0.00359876928203302,0.00272680706089457,0.0264271959344935,0.0275943523497489,0.027685226539665,0.037766396440144,0.033254558379296,0.014346170453748
-0.0055925970218473,-0.0435488794768606,-0.0141859083787196,-0.0207145649905816,0.00119119793169253,-0.00698265614962796,0.0748554929235527,0.0697677006395163,0.078975902988841,0.0694779292753479,0.0734512333066667,0.0475801803522442
-0.0259436788664899,-0.0781821838970238,-0.0252217625778698,-0.0431306120696404,-0.0275399229066723,-0.0240763797109963,0.120090135392152,0.0920630473181031,0.151074968035007,0.119132189434471,0.128260611004617,0.0910822903847683
-0.0568067844019319,-0.105793199831447,-0.053534387222442,-0.0631061331355561,-0.0608241118099314,-0.0368173369318266,0.178598115315866,0.141459358465075,0.223782973972684,0.171415526911862,0.173966344809993,0.137557867841309
-0.0926248724717797,-0.128746577324354,-0.0872334578911796,-0.0809316799700697,-0.0934973568850063,-0.0472521391802948,0.241368621942718,0.195451707953586,0.303805137017705,0.219826870178246,0.238725815453923,0.197294093697394
-0.122602233764151,-0.146378100968935,-0.115658135749571,-0.0966880249626549,-0.127758944854012,-0.0562612297572898,0.313824472591604,0.237357576865404,0.401098207221721,0.288226778654301,0.30941011894858,0.265406037629558
-0.14457915166274,-0.162741392146371,-0.129299161710349,-0.113652415773056,-0.150859151346139,-0.0625944666848414,0.391543857920472,0.270273164031833,0.487582840421065,0.342914347366535,0.378470402256981,0.333930850723947
-0.165048694647176,-0.17766415785654,-0.136336188574908,-0.129520258927249,-0.169382109880259,-0.0649530956397279,0.461011525200323,0.31098612292016,0.565404029035759,0.397104636608063,0.457646888322611,0.391996581373879
-0.176835046968785,-0.18721111800608,-0.136799770907464,-0.142853718259416,-0.181036230763428,-0.0614733682138364,0.512605563280103,0.332619398607994,0.629314341845898,0.434957349177842,0.506557709574753,0.42405114275681
-0.172286927691239,-0.178635238540277,-0.131814877034339,-0.147613922862426,-0.184221054737238,-0.0492157617789997,0.518914042218755,0.316510830538123,0.617438085180953,0.445779195103445,0.505219629229663,0.389324244278505
-0.162116332086038,-0.161732380952485,-0.127424996267168,-0.144813829130694,-0.175666806842867,-0.0381556071323201,0.467980020047381,0.27719348980402,0.579058525789787,0.415829014270279,0.446658644983339,0.318462576128996
-0.163974186941618,-0.1532978910116,-0.130256005972143,-0.134423615901937,-0.161744922205856,-0.0492123246747673,0.419916144892488,0.245514667071678,0.530259885736621,0.370833744328737,0.414281436703174,0.299787955557378
-0.16924642014948,-0.145032619654039,-0.126258565305146,-0.114969868364314,-0.14062560297396,-0.0712748857652464,0.372040462467325,0.248988717800153,0.447539490201206,0.294322930271939,0.358032896199689,0.281555316087463
-0.165059094399274,-0.11869153060043,-0.112872284886001,-0.0750127592070435,-0.0889689394750132,-0.0719391502357074,0.295317393791927,0.213027397585104,0.29570035412462,0.135714779456426,0.200108557331945,0.224846546528579
-0.153221079282009,-0.0799909550827255,-0.0614953885531644,-0.0254704840105531,-0.0285203807034305,-0.0475853878131288,0.186440953778375,0.118478740930938,0.0929659989751873,-0.0266472087701558,0.0399159993281424,0.142197576700527
